PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;FAIL;IAM Service Role vaultcloud-lambda-role does not prevent against a cross-service confused deputy attack.;arn:aws:iam::858573892697:role/vaultcloud-lambda-role;iam_role_cross_service_confused_deputy_prevention;False;vaultcloud-lambda-role;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.exp.8.r4.aws.ct.1;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas AWS IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;FAIL;IAM Service Role vaultcloud-lambda-role does not prevent against a cross-service confused deputy attack.;arn:aws:iam::858573892697:role/vaultcloud-lambda-role;iam_role_cross_service_confused_deputy_prevention;False;vaultcloud-lambda-role;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.r4.aws.iam.1;Certificados en dispositvo físico;op.acc.6.r4;operacional;control de acceso;Habilitar los dispositivos MFA físicos para todos los usuarios IAM mediante la consola, línea de comandos o la propia API de IAM. Del mismo modo, el uso de estos certificados deberá estar protegido por un segundo factor de tipo PIN o biométrico.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r1,op.acc.6.r3;FAIL;Root account has a virtual MFA instead of a hardware MFA device enabled.;arn:aws:iam::858573892697:mfa;iam_root_hardware_mfa_enabled;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.r2.aws.iam.1;Contraseña + otro factor de autenticación;op.acc.6.r2;operacional;control de acceso;MFA deberá estar habilitado para todas las cuentas que tengan contraseña para acceder a la consola, incluyendo el usuario root.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r1,op.acc.6.r4;PASS;MFA is enabled for root account.;arn:aws:iam::858573892697:root;iam_root_mfa_enabled;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.aws.iam.2;Mecanismo de autenticación (usuarios de la organización);op.acc.6;operacional;control de acceso;Las claves de acceso deberán rotarse cada 90 días o menos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;User <root_account> does not have access keys.;arn:aws:iam::858573892697:root;iam_rotate_access_key_90_days;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.aws.iam.3;Mecanismo de autenticación (usuarios de la organización);op.acc.6;operacional;control de acceso;Deberá habilitarse el vencimiento de las credenciales de los usuarios. (Bien a través de la política de contraseñas de IAM o del proveedor de identidades federado).;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;User <root_account> does not have access keys.;arn:aws:iam::858573892697:root;iam_rotate_access_key_90_days;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.aws.iam.2;Mecanismo de autenticación (usuarios de la organización);op.acc.6;operacional;control de acceso;Las claves de acceso deberán rotarse cada 90 días o menos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;User EddieQ has not rotated access key 1 in over 90 days (2709 days).;arn:aws:iam::858573892697:user/EddieQ;iam_rotate_access_key_90_days;False;EddieQ-access-key-1;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.aws.iam.3;Mecanismo de autenticación (usuarios de la organización);op.acc.6;operacional;control de acceso;Deberá habilitarse el vencimiento de las credenciales de los usuarios. (Bien a través de la política de contraseñas de IAM o del proveedor de identidades federado).;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;User EddieQ has not rotated access key 1 in over 90 days (2709 days).;arn:aws:iam::858573892697:user/EddieQ;iam_rotate_access_key_90_days;False;EddieQ-access-key-1;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.aws.iam.2;Mecanismo de autenticación (usuarios de la organización);op.acc.6;operacional;control de acceso;Las claves de acceso deberán rotarse cada 90 días o menos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;User QLabs does not have access keys older than 90 days.;arn:aws:iam::858573892697:user/QLabs;iam_rotate_access_key_90_days;False;QLabs;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.aws.iam.3;Mecanismo de autenticación (usuarios de la organización);op.acc.6;operacional;control de acceso;Deberá habilitarse el vencimiento de las credenciales de los usuarios. (Bien a través de la política de contraseñas de IAM o del proveedor de identidades federado).;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;User QLabs does not have access keys older than 90 days.;arn:aws:iam::858573892697:user/QLabs;iam_rotate_access_key_90_days;False;QLabs;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.3.r2.aws.iam.1;Privilegios de auditoría;op.acc.3.r2;operacional;control de acceso;Disponer de cuentas con privilegios de auditoría estrictamente controladas y personalizadas.;opcional;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;SecurityAudit policy is not attached to any role.;arn:aws:iam::aws:policy/SecurityAudit;iam_securityaudit_role_created;False;SecurityAudit;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.3.r1.aws.iam.1;Segregación rigurosa;op.acc.3.r1;operacional;control de acceso;En caso de ser de aplicación, la segregación deberá tener en cuenta la separación de las funciones de configuración y mantenimiento y de auditoría de cualquier otra.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;AWS Support Access policy is not attached to any role.;arn:aws:iam::aws:policy/AWSSupportAccess;iam_support_role_created;False;858573892697;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.r7.aws.iam.1;Suspensión por no utilización;op.acc.6.r7;operacional;control de acceso;Activar la deshabilitación de las credenciales de los usuarios IAM que no hayan sido empleadas durante un periodo de tiempo (o bien, se deberá establecer la deshabilitación en el proveedor de identidades).;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;IAM User EddieQ has Bedrock permissions but has never used them.;arn:aws:iam::858573892697:user/EddieQ;iam_user_access_not_stale_to_bedrock;False;EddieQ;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.r7.aws.iam.1;Suspensión por no utilización;op.acc.6.r7;operacional;control de acceso;Activar la deshabilitación de las credenciales de los usuarios IAM que no hayan sido empleadas durante un periodo de tiempo (o bien, se deberá establecer la deshabilitación en el proveedor de identidades).;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;IAM User QLabs accessed Bedrock 0 days ago (threshold: 60 days).;arn:aws:iam::858573892697:user/QLabs;iam_user_access_not_stale_to_bedrock;False;QLabs;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;858573892697;us-east-1;2026-09-13 17:57:11.149991;op.acc.6.aws.iam.2;Mecanismo de autenticación (usuarios de la organización);op.acc.6;operacional;control de acceso;Las claves de acceso deberán rotarse cada 90 días o menos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;User <root_account> does not have access keys.;arn:aws:iam::858573892697:root;iam_user_accesskey_unused;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
